Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Sum of Units Sold,Sum of Price Per Unit,Sum of Total Sales,Sum of Discount Percentage,Discount Value,Net Sales
13-03-2020,20,0,P017,1,10499,10499,0,0,10499
13-03-2020,21,0,P015,2,8499,16998,0,0,16998
13-03-2020,33,0,P008,2,5499,10998,0,0,10998
13-03-2021,32,0,P023,2,1499,2998,0,0,2998
13-03-2021,49,0,P005,1,92499,92499,0,0,92499
13-03-2023,24,0,P029,1,99,99,0,0,99
13-03-2023,32,0,P028,1,349,349,0,0,349
13-03-2023,35,0,P011,2,1499,2998,0,0,2998
13-03-2023,36,0,P005,2,92499,184998,0,0,184998
13-03-2023,8,0,P003,1,89999,89999,0,0,89999
13-04-2020,8,PR001,P028,3,349,1047,20,209.4,837.6
13-04-2021,19,PR001,P011,2,1499,2998,20,599.6,2398.4
13-04-2021,4,PR001,P005,3,92499,277497,20,55499.4,221997.6
13-04-2022,12,PR001,P029,3,99,297,20,59.4,237.6
13-04-2022,19,PR001,P007,3,6999,20997,20,4199.4,16797.6
13-04-2022,20,PR001,P028,2,349,698,20,139.6,558.4
13-04-2022,25,PR001,P019,2,5999,11998,20,2399.6,9598.4
13-05-2020,24,PR001,P015,2,8499,16998,20,3399.6,13598.4
13-05-2020,25,PR001,P014,2,4999,9998,20,1999.6,7998.4
13-05-2020,30,PR001,P029,1,99,99,20,19.8,79.2
13-05-2020,35,PR001,P002,2,69999,139998,20,27999.6,111998.4
13-05-2021,24,PR001,P020,3,12999,38997,20,7799.4,31197.6
13-05-2021,50,PR001,P011,3,1499,4497,20,899.4,3597.6
13-05-2022,19,PR001,P011,2,1499,2998,20,599.6,2398.4
13-05-2023,24,PR001,P015,3,8499,25497,20,5099.4,20397.6
13-06-2020,16,0,P021,2,1299,2598,0,0,2598
13-06-2020,41,0,P030,2,399,798,0,0,798
13-06-2021,38,0,P028,2,349,698,0,0,698
13-06-2021,46,0,P022,3,1999,5997,0,0,5997
13-06-2022,2,0,P024,2,2799,5598,0,0,5598
13-06-2022,23,0,P008,1,5499,5499,0,0,5499
13-06-2022,24,0,P010,1,2199,2199,0,0,2199
13-06-2023,47,0,P009,1,3499,3499,0,0,3499
13-07-2020,22,0,P024,2,2799,5598,0,0,5598
13-07-2021,25,0,P027,2,699,1398,0,0,1398
13-07-2021,28,0,P021,2,1299,2598,0,0,2598
13-07-2022,1,0,P008,2,5499,10998,0,0,10998
13-07-2022,37,0,P014,3,4999,14997,0,0,14997
13-07-2022,39,0,P026,1,5499,5499,0,0,5499
13-07-2023,25,0,P008,2,5499,10998,0,0,10998
13-07-2023,29,0,P024,2,2799,5598,0,0,5598
13-07-2023,33,0,P007,3,6999,20997,0,0,20997
13-07-2023,36,0,P001,2,79999,159998,0,0,159998
13-08-2021,35,0,P006,1,7499,7499,0,0,7499
13-08-2023,19,0,P019,2,5999,11998,0,0,11998
13-09-2020,21,0,P014,2,4999,9998,0,0,9998
13-09-2020,35,0,P028,3,349,1047,0,0,1047
13-09-2021,27,0,P015,2,8499,16998,0,0,16998
13-09-2021,34,0,P005,1,92499,92499,0,0,92499
13-09-2021,50,0,P004,3,64999,194997,0,0,194997
13-09-2022,28,0,P018,1,2299,2299,0,0,2299
13-09-2022,36,0,P023,3,1499,4497,0,0,4497
13-09-2023,37,0,P030,2,399,798,0,0,798
13-09-2023,38,0,P008,1,5499,5499,0,0,5499
13-09-2023,45,0,P019,3,5999,17997,0,0,17997
13-09-2023,50,0,P009,3,3499,10497,0,0,10497
13-10-2020,30,0,P002,2,69999,139998,0,0,139998
13-10-2020,47,0,P005,3,92499,277497,0,0,277497
13-10-2021,31,0,P008,3,5499,16497,0,0,16497
13-10-2021,31,0,P021,2,1299,2598,0,0,2598
13-10-2021,40,0,P001,3,79999,239997,0,0,239997
13-10-2021,41,0,P003,1,89999,89999,0,0,89999
13-10-2022,11,0,P024,1,2799,2799,0,0,2799
13-10-2022,27,0,P011,2,1499,2998,0,0,2998
13-10-2022,42,0,P029,1,99,99,0,0,99
13-10-2022,47,0,P016,1,24999,24999,0,0,24999
13-10-2022,7,0,P008,3,5499,16497,0,0,16497
13-10-2023,12,0,P019,1,5999,5999,0,0,5999
13-10-2023,9,0,P020,1,12999,12999,0,0,12999
13-11-2020,19,0,P007,1,6999,6999,0,0,6999
13-11-2021,10,0,P018,3,2299,6897,0,0,6897
13-11-2021,34,0,P030,2,399,798,0,0,798
13-11-2021,37,0,P017,3,10499,31497,0,0,31497
13-11-2022,19,0,P023,1,1499,1499,0,0,1499
13-11-2022,3,0,P030,1,399,399,0,0,399
13-11-2023,35,0,P030,2,399,798,0,0,798
13-11-2023,4,0,P022,3,1999,5997,0,0,5997
13-12-2020,18,0,P018,1,2299,2299,0,0,2299
13-12-2020,32,0,P006,1,7499,7499,0,0,7499
13-12-2021,1,0,P008,3,5499,16497,0,0,16497
13-12-2021,19,0,P003,1,89999,89999,0,0,89999
13-12-2021,34,0,P013,3,15999,47997,0,0,47997
13-12-2022,23,0,P002,3,69999,209997,0,0,209997
13-12-2022,26,0,P016,2,24999,49998,0,0,49998
13-12-2022,48,0,P017,3,10499,31497,0,0,31497
13-12-2023,14,0,P024,2,2799,5598,0,0,5598
13-12-2023,25,0,P010,1,2199,2199,0,0,2199
13-12-2023,30,0,P013,3,15999,47997,0,0,47997
13-12-2023,35,0,P017,1,10499,10499,0,0,10499
14-01-2020,39,0,P026,3,5499,16497,0,0,16497
14-01-2020,40,0,P026,3,5499,16497,0,0,16497
14-01-2020,45,0,P004,1,64999,64999,0,0,64999
14-01-2021,10,0,P028,1,349,349,0,0,349
14-01-2021,9,0,P028,2,349,698,0,0,698
14-01-2022,28,0,P008,3,5499,16497,0,0,16497
14-01-2022,6,0,P010,1,2199,2199,0,0,2199
14-02-2020,18,0,P026,3,5499,16497,0,0,16497
14-02-2020,44,0,P027,2,699,1398,0,0,1398
14-02-2021,24,0,P010,2,2199,4398,0,0,4398
14-02-2021,3,0,P017,2,10499,20998,0,0,20998
14-02-2021,8,0,P027,1,699,699,0,0,699
14-02-2022,27,0,P002,1,69999,69999,0,0,69999
14-02-2022,37,0,P019,3,5999,17997,0,0,17997
14-02-2023,17,0,P002,1,69999,69999,0,0,69999
14-02-2023,39,0,P022,1,1999,1999,0,0,1999
14-02-2023,48,0,P013,2,15999,31998,0,0,31998
14-02-2023,49,0,P012,3,2999,8997,0,0,8997
14-03-2020,30,0,P025,3,8999,26997,0,0,26997
14-03-2020,49,0,P029,1,99,99,0,0,99
14-03-2021,12,0,P029,1,99,99,0,0,99
14-03-2022,15,0,P006,2,7499,14998,0,0,14998
14-03-2022,28,0,P027,3,699,2097,0,0,2097
14-03-2023,20,0,P010,3,2199,6597,0,0,6597
14-03-2023,35,0,P012,1,2999,2999,0,0,2999
14-03-2023,43,0,P009,1,3499,3499,0,0,3499
14-04-2020,30,PR001,P014,3,4999,14997,20,2999.4,11997.6
14-04-2022,26,PR001,P016,3,24999,74997,20,14999.4,59997.6
14-04-2023,14,PR001,P029,2,99,198,20,39.6,158.4
14-04-2023,27,PR001,P017,2,10499,20998,20,4199.6,16798.4
14-05-2020,45,PR001,P026,3,5499,16497,20,3299.4,13197.6
14-05-2022,15,PR001,P009,2,3499,6998,20,1399.6,5598.4
14-05-2022,30,PR001,P013,3,15999,47997,20,9599.4,38397.6
14-05-2022,50,PR001,P029,1,99,99,20,19.8,79.2
14-05-2023,1,PR001,P027,2,699,1398,20,279.6,1118.4
14-05-2023,21,PR001,P013,1,15999,15999,20,3199.8,12799.2
14-05-2023,34,PR001,P021,2,1299,2598,20,519.6,2078.4
14-05-2023,47,PR001,P021,2,1299,2598,20,519.6,2078.4
14-06-2020,20,0,P019,1,5999,5999,0,0,5999
14-06-2020,32,0,P007,3,6999,20997,0,0,20997
14-06-2021,40,0,P011,2,1499,2998,0,0,2998
14-06-2021,46,0,P028,3,349,1047,0,0,1047
14-06-2022,10,0,P007,1,6999,6999,0,0,6999
14-06-2022,8,0,P014,2,4999,9998,0,0,9998
14-06-2023,29,0,P022,2,1999,3998,0,0,3998
14-07-2020,2,0,P004,2,64999,129998,0,0,129998
14-07-2020,22,0,P017,3,10499,31497,0,0,31497
14-07-2020,37,0,P004,2,64999,129998,0,0,129998
14-07-2021,17,0,P022,1,1999,1999,0,0,1999
14-07-2021,38,0,P013,3,15999,47997,0,0,47997
14-07-2021,47,0,P003,3,89999,269997,0,0,269997
14-07-2021,49,0,P021,2,1299,2598,0,0,2598
14-07-2023,12,0,P027,2,699,1398,0,0,1398
14-08-2020,30,0,P020,1,12999,12999,0,0,12999
14-08-2020,50,0,P018,2,2299,4598,0,0,4598
14-08-2020,8,0,P030,2,399,798,0,0,798
14-08-2021,17,0,P025,3,8999,26997,0,0,26997
14-08-2021,19,0,P010,1,2199,2199,0,0,2199
14-08-2021,22,0,P015,2,8499,16998,0,0,16998
14-08-2021,36,0,P014,2,4999,9998,0,0,9998
14-08-2021,46,0,P017,3,10499,31497,0,0,31497
14-08-2022,22,0,P010,2,2199,4398,0,0,4398
14-08-2022,36,0,P010,1,2199,2199,0,0,2199
14-08-2023,32,0,P030,2,399,798,0,0,798
14-08-2023,44,0,P020,3,12999,38997,0,0,38997
14-09-2020,14,0,P017,2,10499,20998,0,0,20998
14-09-2020,16,0,P005,1,92499,92499,0,0,92499
14-09-2020,8,0,P017,2,10499,20998,0,0,20998
14-09-2021,45,0,P017,1,10499,10499,0,0,10499
14-09-2021,6,0,P028,3,349,1047,0,0,1047
14-09-2022,31,0,P002,3,69999,209997,0,0,209997
14-09-2022,32,0,P030,2,399,798,0,0,798
14-09-2022,33,0,P009,1,3499,3499,0,0,3499
14-09-2022,44,0,P015,3,8499,25497,0,0,25497
14-09-2022,46,0,P027,1,699,699,0,0,699
14-09-2022,7,0,P026,3,5499,16497,0,0,16497
14-09-2023,30,0,P011,3,1499,4497,0,0,4497
14-09-2023,39,0,P001,1,79999,79999,0,0,79999
14-09-2023,8,0,P008,3,5499,16497,0,0,16497
14-10-2020,2,0,P005,2,92499,184998,0,0,184998
14-10-2020,28,0,P023,3,1499,4497,0,0,4497
14-10-2020,31,0,P002,1,69999,69999,0,0,69999
14-10-2020,34,0,P014,3,4999,14997,0,0,14997
14-10-2023,14,0,P001,2,79999,159998,0,0,159998
14-10-2023,44,0,P027,3,699,2097,0,0,2097
14-11-2020,47,0,P029,2,99,198,0,0,198
14-11-2021,38,0,P019,2,5999,11998,0,0,11998
14-11-2021,48,0,P004,2,64999,129998,0,0,129998
14-11-2022,26,0,P027,2,699,1398,0,0,1398
14-11-2022,42,0,P003,3,89999,269997,0,0,269997
14-11-2023,45,0,P022,1,1999,1999,0,0,1999
14-11-2023,6,0,P013,2,15999,31998,0,0,31998
14-11-2023,6,0,P024,2,2799,5598,0,0,5598
14-12-2020,37,0,P008,3,5499,16497,0,0,16497
14-12-2020,4,0,P019,2,5999,11998,0,0,11998
14-12-2020,48,0,P028,2,349,698,0,0,698
14-12-2021,30,0,P005,1,92499,92499,0,0,92499
14-12-2021,41,0,P006,1,7499,7499,0,0,7499
14-12-2023,23,0,P011,3,1499,4497,0,0,4497
14-12-2023,42,0,P009,2,3499,6998,0,0,6998
15-01-2020,12,0,P008,2,5499,10998,0,0,10998
15-01-2020,29,0,P017,2,10499,20998,0,0,20998
15-01-2020,6,0,P019,1,5999,5999,0,0,5999
15-01-2021,38,0,P021,2,1299,2598,0,0,2598
15-01-2021,8,0,P030,3,399,1197,0,0,1197
15-01-2022,49,0,P029,2,99,198,0,0,198
15-02-2020,32,0,P016,2,24999,49998,0,0,49998
15-02-2020,38,0,P015,3,8499,25497,0,0,25497
15-02-2020,42,0,P010,2,2199,4398,0,0,4398
15-02-2020,5,0,P001,1,79999,79999,0,0,79999
15-02-2020,8,0,P026,3,5499,16497,0,0,16497
15-02-2022,10,0,P022,2,1999,3998,0,0,3998
15-02-2022,12,0,P013,2,15999,31998,0,0,31998
15-02-2022,29,0,P025,2,8999,17998,0,0,17998
15-02-2022,38,0,P002,3,69999,209997,0,0,209997
15-02-2023,23,0,P024,3,2799,8397,0,0,8397
15-02-2023,38,0,P012,2,2999,5998,0,0,5998
15-03-2020,18,0,P027,1,699,699,0,0,699
15-03-2020,35,0,P018,1,2299,2299,0,0,2299
15-03-2020,37,0,P012,2,2999,5998,0,0,5998
15-03-2020,37,0,P023,1,1499,1499,0,0,1499
15-03-2022,18,0,P007,1,6999,6999,0,0,6999
15-03-2023,40,0,P016,3,24999,74997,0,0,74997
15-03-2023,8,0,P020,3,12999,38997,0,0,38997
15-04-2020,10,PR001,P014,2,4999,9998,20,1999.6,7998.4
15-04-2020,18,PR001,P023,3,1499,4497,20,899.4,3597.6
15-04-2020,23,PR001,P005,2,92499,184998,20,36999.6,147998.4
15-04-2020,32,PR001,P003,1,89999,89999,20,17999.8,71999.2
15-04-2020,46,PR001,P004,1,64999,64999,20,12999.8,51999.2
15-04-2020,46,PR001,P004,2,64999,129998,20,25999.6,103998.4
15-04-2020,50,PR001,P029,3,99,297,20,59.4,237.6
15-04-2021,14,PR001,P027,1,699,699,20,139.8,559.2
15-04-2021,36,PR001,P023,1,1499,1499,20,299.8,1199.2
15-04-2021,42,PR001,P001,1,79999,79999,20,15999.8,63999.2
15-04-2022,35,PR001,P021,3,1299,3897,20,779.4,3117.6
15-04-2022,49,PR001,P019,2,5999,11998,20,2399.6,9598.4
15-04-2023,23,PR001,P026,2,5499,10998,20,2199.6,8798.4
15-04-2023,46,PR001,P023,3,1499,4497,20,899.4,3597.6
15-05-2020,16,PR001,P026,2,5499,10998,20,2199.6,8798.4
15-05-2021,19,PR001,P009,2,3499,6998,20,1399.6,5598.4
15-05-2021,29,PR001,P018,3,2299,6897,20,1379.4,5517.6
15-05-2021,44,PR001,P027,2,699,1398,20,279.6,1118.4
15-05-2021,50,PR001,P025,2,8999,17998,20,3599.6,14398.4
15-05-2022,12,PR001,P004,3,64999,194997,20,38999.4,155997.6
15-05-2022,15,PR001,P016,2,24999,49998,20,9999.6,39998.4
15-05-2022,21,PR001,P026,2,5499,10998,20,2199.6,8798.4
15-05-2022,37,PR001,P016,2,24999,49998,20,9999.6,39998.4
15-05-2023,25,PR001,P019,3,5999,17997,20,3599.4,14397.6
15-05-2023,26,PR001,P007,3,6999,20997,20,4199.4,16797.6
15-05-2023,3,PR001,P020,3,12999,38997,20,7799.4,31197.6
15-05-2023,40,PR001,P030,1,399,399,20,79.8,319.2
15-06-2020,1,0,P011,3,1499,4497,0,0,4497
15-06-2020,25,0,P005,2,92499,184998,0,0,184998
15-06-2021,7,0,P019,3,5999,17997,0,0,17997
15-06-2022,1,0,P008,3,5499,16497,0,0,16497
15-06-2022,13,0,P010,2,2199,4398,0,0,4398
15-06-2022,6,0,P016,2,24999,49998,0,0,49998
15-06-2023,10,0,P004,3,64999,194997,0,0,194997
15-06-2023,3,0,P001,1,79999,79999,0,0,79999
15-07-2020,18,0,P012,3,2999,8997,0,0,8997
15-07-2020,39,0,P022,2,1999,3998,0,0,3998
15-07-2021,1,0,P025,1,8999,8999,0,0,8999
15-07-2022,32,0,P017,2,10499,20998,0,0,20998
15-07-2023,12,PR004,P028,1,349,349,50,174.5,174.5
15-07-2023,35,PR004,P005,2,92499,184998,50,92499,92499
15-07-2023,42,PR004,P014,2,4999,9998,50,4999,4999
15-07-2023,46,PR004,P019,3,5999,17997,50,8998.5,8998.5
15-07-2023,8,PR004,P002,2,69999,139998,50,69999,69999
15-08-2020,10,0,P009,1,3499,3499,0,0,3499
15-08-2020,17,0,P015,2,8499,16998,0,0,16998
15-08-2020,30,0,P001,1,79999,79999,0,0,79999
15-08-2020,38,0,P006,2,7499,14998,0,0,14998
15-08-2022,42,0,P010,2,2199,4398,0,0,4398
15-08-2023,26,0,P003,2,89999,179998,0,0,179998
15-08-2023,30,0,P003,2,89999,179998,0,0,179998
15-08-2023,33,0,P024,1,2799,2799,0,0,2799
15-08-2023,4,0,P003,3,89999,269997,0,0,269997
15-08-2023,9,0,P021,2,1299,2598,0,0,2598
15-09-2021,28,0,P027,1,699,699,0,0,699
15-09-2021,40,0,P018,2,2299,4598,0,0,4598
15-09-2021,48,0,P008,3,5499,16497,0,0,16497
15-09-2022,24,0,P014,3,4999,14997,0,0,14997
15-09-2022,27,0,P008,3,5499,16497,0,0,16497
15-09-2022,42,0,P024,2,2799,5598,0,0,5598
15-09-2023,39,0,P016,3,24999,74997,0,0,74997
15-10-2020,20,0,P001,1,79999,79999,0,0,79999
15-10-2020,25,0,P007,2,6999,13998,0,0,13998
15-10-2021,5,0,P008,2,5499,10998,0,0,10998
15-10-2021,6,0,P006,3,7499,22497,0,0,22497
15-10-2022,20,0,P002,2,69999,139998,0,0,139998
15-10-2022,21,0,P028,2,349,698,0,0,698
15-10-2022,22,0,P024,1,2799,2799,0,0,2799
15-10-2022,31,0,P017,2,10499,20998,0,0,20998
15-10-2022,35,0,P029,3,99,297,0,0,297
15-10-2022,47,0,P025,2,8999,17998,0,0,17998
15-10-2022,8,0,P019,1,5999,5999,0,0,5999
15-10-2023,14,0,P005,1,92499,92499,0,0,92499
15-10-2023,32,0,P021,3,1299,3897,0,0,3897
15-10-2023,33,0,P007,3,6999,20997,0,0,20997
15-11-2020,16,0,P009,3,3499,10497,0,0,10497
15-11-2020,22,0,P026,1,5499,5499,0,0,5499
15-11-2020,3,0,P017,1,10499,10499,0,0,10499
15-11-2020,43,0,P026,2,5499,10998,0,0,10998
15-11-2020,45,0,P002,1,69999,69999,0,0,69999
15-11-2021,50,0,P025,2,8999,17998,0,0,17998
15-11-2021,9,0,P006,3,7499,22497,0,0,22497
15-11-2022,13,0,P024,2,2799,5598,0,0,5598
15-11-2022,19,0,P002,2,69999,139998,0,0,139998
15-11-2022,47,0,P016,1,24999,24999,0,0,24999
15-11-2023,28,0,P007,1,6999,6999,0,0,6999
15-11-2023,31,0,P020,3,12999,38997,0,0,38997
15-11-2023,44,0,P017,1,10499,10499,0,0,10499
15-12-2020,2,0,P020,1,12999,12999,0,0,12999
15-12-2020,26,0,P026,2,5499,10998,0,0,10998
15-12-2020,40,0,P013,2,15999,31998,0,0,31998
15-12-2020,45,0,P012,1,2999,2999,0,0,2999
15-12-2020,49,0,P025,3,8999,26997,0,0,26997
15-12-2021,15,0,P020,1,12999,12999,0,0,12999
15-12-2021,50,0,P003,2,89999,179998,0,0,179998
15-12-2022,41,0,P022,3,1999,5997,0,0,5997
15-12-2022,42,0,P023,3,1499,4497,0,0,4497
15-12-2023,30,PR005,P021,3,1299,3897,70,2727.9,1169.1
16-01-2021,1,0,P014,2,4999,9998,0,0,9998
16-01-2021,6,0,P005,2,92499,184998,0,0,184998
16-01-2022,14,0,P017,2,10499,20998,0,0,20998
16-01-2023,14,0,P007,2,6999,13998,0,0,13998
16-01-2023,9,0,P003,3,89999,269997,0,0,269997
16-01-2023,9,0,P009,2,3499,6998,0,0,6998
16-02-2020,31,0,P013,3,15999,47997,0,0,47997
16-02-2020,4,0,P006,3,7499,22497,0,0,22497
16-02-2020,4,0,P007,2,6999,13998,0,0,13998
16-02-2020,48,0,P013,3,15999,47997,0,0,47997
16-02-2021,15,0,P006,1,7499,7499,0,0,7499
16-02-2021,44,0,P004,3,64999,194997,0,0,194997
16-02-2021,44,0,P015,2,8499,16998,0,0,16998
16-02-2021,49,0,P009,1,3499,3499,0,0,3499
16-02-2021,9,0,P015,3,8499,25497,0,0,25497
16-02-2022,17,0,P016,2,24999,49998,0,0,49998
16-02-2022,26,0,P025,3,8999,26997,0,0,26997
16-02-2022,28,0,P002,3,69999,209997,0,0,209997
16-02-2022,30,0,P021,3,1299,3897,0,0,3897
16-02-2022,35,0,P017,3,10499,31497,0,0,31497
16-02-2022,36,0,P012,2,2999,5998,0,0,5998
16-02-2022,38,0,P022,1,1999,1999,0,0,1999
16-02-2023,16,0,P004,2,64999,129998,0,0,129998
16-02-2023,3,0,P007,2,6999,13998,0,0,13998
16-02-2023,9,0,P023,2,1499,2998,0,0,2998
16-03-2021,10,0,P006,3,7499,22497,0,0,22497
16-03-2021,15,0,P005,3,92499,277497,0,0,277497
16-03-2021,40,0,P024,1,2799,2799,0,0,2799
16-03-2022,18,0,P017,1,10499,10499,0,0,10499
16-03-2023,46,0,P013,1,15999,15999,0,0,15999
16-03-2023,50,0,P014,1,4999,4999,0,0,4999
16-03-2023,7,0,P019,1,5999,5999,0,0,5999
16-04-2020,15,PR001,P017,2,10499,20998,20,4199.6,16798.4
16-04-2020,16,PR001,P004,1,64999,64999,20,12999.8,51999.2
16-04-2020,27,PR001,P015,3,8499,25497,20,5099.4,20397.6
16-04-2021,21,PR001,P021,3,1299,3897,20,779.4,3117.6
16-04-2021,24,PR001,P009,3,3499,10497,20,2099.4,8397.6
16-04-2021,28,PR001,P022,1,1999,1999,20,399.8,1599.2
16-04-2021,31,PR001,P028,3,349,1047,20,209.4,837.6
16-04-2021,47,PR001,P001,2,79999,159998,20,31999.6,127998.4
16-04-2023,41,PR001,P025,2,8999,17998,20,3599.6,14398.4
16-04-2023,44,PR001,P025,2,8999,17998,20,3599.6,14398.4
16-05-2020,16,PR001,P021,3,1299,3897,20,779.4,3117.6
16-05-2021,16,PR001,P007,1,6999,6999,20,1399.8,5599.2
16-05-2021,34,PR001,P030,3,399,1197,20,239.4,957.6
16-05-2021,43,PR001,P001,3,79999,239997,20,47999.4,191997.6
16-05-2021,6,PR001,P023,1,1499,1499,20,299.8,1199.2
16-05-2022,19,PR001,P013,3,15999,47997,20,9599.4,38397.6
16-05-2022,42,PR001,P001,3,79999,239997,20,47999.4,191997.6
16-05-2023,43,PR001,P009,1,3499,3499,20,699.8,2799.2
16-05-2023,47,PR001,P007,1,6999,6999,20,1399.8,5599.2
16-05-2023,7,PR001,P008,3,5499,16497,20,3299.4,13197.6
16-06-2020,24,0,P023,1,1499,1499,0,0,1499
16-06-2021,14,0,P026,3,5499,16497,0,0,16497
16-06-2021,22,0,P023,1,1499,1499,0,0,1499
16-06-2021,4,0,P022,3,1999,5997,0,0,5997
16-06-2021,6,0,P021,3,1299,3897,0,0,3897
16-06-2021,9,0,P011,1,1499,1499,0,0,1499
16-06-2022,21,0,P001,3,79999,239997,0,0,239997
16-06-2023,14,0,P027,2,1398,1398,0,0,699
16-07-2020,24,0,P013,3,15999,47997,0,0,47997
16-07-2020,3,0,P030,2,399,798,0,0,798
16-07-2020,42,0,P001,3,79999,239997,0,0,239997
16-07-2020,46,0,P025,1,8999,8999,0,0,8999
16-07-2022,23,PR004,P014,1,4999,4999,50,2499.5,2499.5
16-07-2022,29,PR004,P021,2,1299,2598,50,1299,1299
16-07-2023,29,PR004,P004,2,64999,129998,50,64999,64999
16-07-2023,42,PR004,P003,3,89999,269997,50,134998.5,134998.5
16-08-2020,44,0,P019,2,5999,11998,0,0,11998
16-08-2021,39,0,P006,3,7499,22497,0,0,22497
16-08-2021,44,0,P028,1,349,349,0,0,349
16-08-2022,13,0,P027,3,699,2097,0,0,2097
16-08-2022,14,0,P007,1,6999,6999,0,0,6999
16-08-2022,27,0,P011,2,1499,2998,0,0,2998
16-08-2022,37,0,P018,3,2299,6897,0,0,6897
16-08-2022,42,0,P022,1,1999,1999,0,0,1999
16-08-2023,25,0,P015,2,8499,16998,0,0,16998
16-08-2023,8,0,P001,1,79999,79999,0,0,79999
16-09-2020,26,0,P012,2,2999,5998,0,0,5998
16-09-2021,31,0,P003,2,89999,179998,0,0,179998
16-09-2021,32,0,P024,2,2799,5598,0,0,5598
16-09-2022,34,0,P016,1,24999,24999,0,0,24999
16-09-2023,14,0,P030,3,399,1197,0,0,1197
16-09-2023,28,0,P013,3,15999,47997,0,0,47997
16-09-2023,37,0,P030,3,399,1197,0,0,1197
16-09-2023,39,0,P011,1,1499,1499,0,0,1499
16-09-2023,6,0,P001,3,79999,239997,0,0,239997
16-10-2020,30,0,P009,3,3499,10497,0,0,10497
16-10-2020,35,0,P005,3,92499,277497,0,0,277497
16-10-2020,46,0,P029,3,99,297,0,0,297
16-10-2022,17,0,P005,3,92499,277497,0,0,277497
16-10-2022,30,0,P024,3,2799,8397,0,0,8397
16-10-2022,44,0,P027,2,699,1398,0,0,1398
16-10-2023,3,0,P018,1,2299,2299,0,0,2299
16-10-2023,6,0,P021,3,1299,3897,0,0,3897
16-11-2020,20,0,P028,1,349,349,0,0,349
16-11-2020,33,0,P003,2,89999,179998,0,0,179998
16-11-2020,42,0,P003,2,89999,179998,0,0,179998
16-11-2020,7,0,P017,3,10499,31497,0,0,31497
16-11-2021,42,0,P010,2,2199,4398,0,0,4398
16-11-2022,17,0,P001,1,79999,79999,0,0,79999
16-11-2023,19,0,P024,3,2799,8397,0,0,8397
16-11-2023,25,0,P022,2,1999,3998,0,0,3998
16-11-2023,42,0,P006,1,7499,7499,0,0,7499
16-12-2020,1,0,P022,3,1999,5997,0,0,5997
16-12-2020,23,0,P019,1,5999,5999,0,0,5999
16-12-2021,31,0,P005,2,92499,184998,0,0,184998
16-12-2021,31,0,P012,1,2999,2999,0,0,2999
16-12-2021,38,0,P019,2,5999,11998,0,0,11998
16-12-2021,9,0,P030,2,399,798,0,0,798
16-12-2022,37,0,P012,2,2999,5998,0,0,5998
16-12-2022,50,0,P025,2,8999,17998,0,0,17998
16-12-2022,9,0,P008,1,5499,5499,0,0,5499
16-12-2023,15,PR005,P009,2,3499,6998,70,4898.6,2099.4
16-12-2023,45,PR005,P022,2,1999,3998,70,2798.6,1199.4
16-12-2023,8,PR005,P028,3,349,1047,70,732.9,314.1
17-01-2020,15,0,P010,2,2199,4398,0,0,4398
17-01-2020,44,0,P027,2,699,1398,0,0,1398
17-01-2020,50,0,P007,1,6999,6999,0,0,6999
17-01-2021,38,0,P017,2,10499,20998,0,0,20998
17-01-2021,43,0,P012,3,2999,8997,0,0,8997
17-01-2021,43,0,P029,3,99,297,0,0,297
17-01-2022,50,0,P027,3,699,2097,0,0,2097
17-01-2022,9,0,P013,2,15999,31998,0,0,31998
17-01-2023,16,0,P014,3,4999,14997,0,0,14997
17-01-2023,2,0,P024,3,2799,8397,0,0,8397
17-01-2023,35,0,P004,3,64999,194997,0,0,194997
17-01-2023,36,0,P025,1,8999,8999,0,0,8999
17-02-2020,17,0,P027,2,699,1398,0,0,1398
17-02-2020,38,0,P002,3,69999,209997,0,0,209997
17-02-2021,35,0,P020,1,12999,12999,0,0,12999
17-02-2021,40,0,P017,1,10499,10499,0,0,10499
17-02-2021,43,0,P026,1,5499,5499,0,0,5499
17-02-2021,9,0,P010,3,2199,6597,0,0,6597
17-02-2022,26,0,P001,2,79999,159998,0,0,159998
17-02-2023,13,0,P013,3,15999,47997,0,0,47997
17-02-2023,21,0,P002,3,69999,209997,0,0,209997
17-02-2023,33,0,P006,1,7499,7499,0,0,7499
17-02-2023,47,0,P014,3,4999,14997,0,0,14997
17-03-2020,1,0,P012,2,2999,5998,0,0,5998
17-03-2020,3,0,P028,1,349,349,0,0,349
17-03-2021,36,0,P027,1,699,699,0,0,699
17-03-2022,39,0,P023,3,1499,4497,0,0,4497
17-03-2023,47,0,P020,3,12999,38997,0,0,38997
17-04-2020,19,PR001,P004,3,64999,194997,20,38999.4,155997.6
17-04-2020,19,PR001,P016,2,24999,49998,20,9999.6,39998.4
17-04-2020,39,PR001,P016,1,24999,24999,20,4999.8,19999.2
17-04-2021,15,PR001,P018,3,2299,6897,20,1379.4,5517.6
17-04-2021,25,PR001,P005,2,92499,184998,20,36999.6,147998.4
17-04-2022,24,PR001,P019,2,5999,11998,20,2399.6,9598.4
17-04-2022,28,PR001,P017,3,10499,31497,20,6299.4,25197.6
17-04-2022,29,PR001,P028,3,349,1047,20,209.4,837.6
